City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,chany,55.3121,76.7647,-5.07,86,9,2.53,RU,1680547367
286,markova,48.6758,24.4138,-0.85,96,100,2.44,UA,1680547368
287,ponta delgada,37.7333,-25.6667,15.4,67,20,3.6,PT,1680547372
288,luganville,-15.5333,167.1667,26.85,84,52,3.54,VU,1680547373
289,ahipara,-35.1667,173.1667,16.63,65,58,4.85,NZ,1680547222
290,vanimo,-2.6741,141.3028,24.94,89,100,1.64,PG,1680547375
291,kiruna,67.8557,20.2251,-3.49,59,100,5.66,SE,1680547376
292,mount gambier,-37.8333,140.7667,10.08,95,100,1.77,AU,1680547326
293,pinheiro,-2.5214,-45.0825,24.97,87,100,1.83,BR,1680547090
294,cadillac,44.2519,-85.4012,13.95,18,0,6.69,US,1680547328
295,locri,38.2414,16.2623,11.83,88,85,3.59,IT,1680546886
296,havelock,34.8791,-76.9013,23.97,63,0,4.63,US,1680547383
297,port moresby,-9.4431,147.1797,24.45,90,100,2.82,PG,1680547384
298,remiremont,48.0175,6.5882,5.1,70,3,4.96,FR,1680547386
299,wenchi,7.7392,-2.1046,25.44,72,99,2.94,GH,1680547387
300,flin flon,54.7682,-101.865,-12.09,48,20,1.54,CA,1680547178
301,laguna,38.421,-121.4238,12.38,37,2,4.02,US,1680547389
302,taoudenni,22.6783,-3.9836,31.93,5,0,0.76,ML,1680547243
303,geraldton,-28.7667,114.6,20.23,77,17,3.6,AU,1680547328
304,nago,26.5881,127.9761,20.47,64,91,8.33,JP,1680547393
305,maniitsoq,65.4167,-52.9,-0.18,72,46,2.55,GL,1680547395
306,gao,16.6362,1.637,29.72,6,72,4.76,ML,1680547396
307,grindavik,63.8424,-22.4338,9.26,93,100,13.38,IS,1680547291
308,clifton,40.8584,-74.1638,18.21,44,0,5.14,US,1680547015
309,muros,42.7762,-9.0603,15.61,76,100,3.38,ES,1680547255
310,saint-philippe,-21.3585,55.7679,23.77,82,99,4.32,RE,1680547209
311,buraydah,26.326,43.975,21.25,14,0,4.03,SA,1680547241
312,palmas,-10.2128,-48.3603,23.93,94,75,1.03,BR,1680547403
313,iqaluit,63.7506,-68.5145,-13.15,66,75,7.2,CA,1680547404
314,zavitinsk,50.1167,129.45,-0.47,45,99,7.13,RU,1680547405
315,mirabad,30.4362,61.8383,21.71,8,0,3.04,AF,1680547407
316,sabzevar,36.2126,57.6819,10.23,50,70,2.65,IR,1680547408
317,camacha,33.0833,-16.3333,17.68,72,40,9.26,PT,1680547212
318,starkville,33.4504,-88.8184,22.69,83,98,3.69,US,1680547410
319,rudbar,30.15,62.6,22.01,12,0,2.63,AF,1680547411
320,ambositra,-20.5167,47.25,17.06,98,92,0.97,MG,1680547413
321,baruun-urt,46.6806,113.2792,-6.72,33,47,2.69,MN,1680547320
322,ucluelet,48.9329,-125.5528,6.17,85,7,0.45,CA,1680547421
323,talnakh,69.4865,88.3972,-31.92,99,62,3.49,RU,1680547422
324,biograd na moru,43.9433,15.4519,9.31,56,100,13.41,HR,1680547423
325,puerto ayacucho,5.6639,-67.6236,36.15,32,77,1.0,VE,1680547425
326,broken hill,-31.95,141.4333,15.36,34,0,3.12,AU,1680547286
327,san cristobal,7.7669,-72.225,29.1,40,41,2.83,VE,1680547160
328,teknaf,20.8624,92.3058,23.53,84,1,0.7,BD,1680547428
329,coahuayana,18.7333,-103.6833,32.92,37,82,3.83,MX,1680547429
330,vitim,59.4511,112.5578,-4.63,95,100,5.28,RU,1680547430
331,baturaja,-4.1333,104.1667,22.5,97,99,0.6,ID,1680547243
332,kaeo,-35.1,173.7833,14.47,71,88,2.34,NZ,1680547433
333,lamar,33.6668,-95.5836,29.43,73,20,7.2,US,1680547259
334,shatsk,54.0258,41.7119,8.15,71,100,2.93,RU,1680547435
335,palauig,15.435,119.9045,26.35,77,56,1.5,PH,1680547437
336,buchanan,5.8808,-10.0467,26.97,81,16,2.86,LR,1680547438
337,roald,62.5833,6.1333,6.29,75,75,5.66,NO,1680547439
338,sao raimundo nonato,-9.0153,-42.6994,33.75,30,74,2.56,BR,1680547239
339,abong mbang,3.9833,13.1833,23.78,64,49,1.14,CM,1680547443
340,gayny,60.3071,54.3241,0.88,95,100,3.24,RU,1680547444
341,chamalieres,45.7756,3.0631,5.29,93,100,4.63,FR,1680547445
342,mahebourg,-20.4081,57.7,26.25,83,40,3.09,MU,1680547146
343,agua dulce,18.1333,-94.1333,30.88,55,86,1.66,MX,1680547448
344,moron,-34.6534,-58.6198,22.67,73,100,0.8,AR,1680547449
345,price,39.5994,-110.8107,14.59,24,100,9.26,US,1680547251
346,vetluga,57.8557,45.781,4.82,95,100,2.64,RU,1680547451
347,oron,4.8256,8.2343,25.94,83,100,1.59,NG,1680547453
348,opunake,-39.4556,173.8583,12.01,84,0,2.27,NZ,1680547454
349,tapes,-30.6733,-51.3958,24.82,51,51,4.0,BR,1680547455
350,beringovskiy,63.05,179.3167,-14.93,94,97,5.68,RU,1680547081
351,college,64.8569,-147.8028,-6.34,80,79,1.38,US,1680547002
352,saurimo,-9.6608,20.3916,20.05,88,92,1.22,AO,1680547459
353,caravelas,-17.7125,-39.2481,25.15,83,100,4.43,BR,1680547220
354,kununurra,-15.7667,128.7333,23.99,94,13,0.0,AU,1680547461
355,mantua,45.1667,10.7833,13.53,55,100,2.68,IT,1680547465
356,kjollefjord,70.9457,27.3465,0.03,86,40,8.75,NO,1680547466
357,codrington,-38.2667,141.9667,10.68,91,60,1.97,AU,1680547219
358,mildura,-34.2,142.15,14.69,38,0,2.49,AU,1680547468
359,palencia,42.4167,-4.5,12.28,40,98,1.26,ES,1680547470
360,rameswaram,9.2833,79.3,28.69,75,96,4.4,IN,1680547471
361,goderich,43.7501,-81.7165,9.18,61,100,4.63,CA,1680547333
362,lichinga,-13.3128,35.2406,19.05,77,40,5.81,MZ,1680547473
363,touros,-5.1989,-35.4608,28.3,67,95,3.86,BR,1680547199
